Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0;X_Arena0_Ind1;Y_Arena0_Ind1;X_Arena0_Ind2;Y_Arena0_Ind2
0;0.0;517.5786360473207;1801.5542797494782;582.5918367346939;1862.5468631897202;608.6271701388888;1787.483940972222
1;0.03;513.3132363132363;1800.6985446985448;594.7307236061685;1866.5255041518387;619.2153635116598;1789.7224508459074
2;0.07;509.58812074001946;1799.1278805582601;604.9369817578772;1870.2014925373135;629.0177156177156;1792.512354312354
3;0.1;506.23116089613035;1794.8930753564155;614.0282979608821;1873.635871826883;637.0276995305164;1795.7178403755865
4;0.13;502.6822294607311;1795.9866087585956;621.7928459119496;1876.2275943396226;644.9086819613135;1799.1497975708503
5;0.17;503.9465511014806;1802.0408089563018;630.109977324263;1878.5536659108086;652.028583992964;1802.1380826737025
6;0.2;506.7331212442559;1808.7518557794274;638.322057787174;1879.463002114165;658.5093479252166;1804.9671682626538
7;0.23;509.78938115330516;1812.0165260196904;650.9644839067703;1880.082500924898;664.2386107352278;1807.5241317095172
8;0.27;512.4072463768116;1814.5699275362317;665.3868410622274;1882.4633372968685;669.8890429958391;1809.9006010171058
9;0.3;515.2445187662579;1817.0464511334076;675.1260634184067;1885.502320185615;674.6188561215371;1811.9874888293116
10;0.33;518.0003762227238;1821.048156508653;684.7721881390592;1887.5288343558282;679.3453536754507;1814.1724456773
11;0.37;524.0014229811454;1828.8313767342584;695.557907845579;1889.2685761726855;683.793586269196;1815.9327009936765
12;0.4;530.3973963686193;1834.5083932853715;707.8986842105263;1894.0622807017544;687.8775510204082;1817.853514739229
13;0.43;537.0571812983518;1840.9855364951227;719.1836559139784;1896.7948387096774;692.8243678160919;1819.4128735632182
14;0.47;543.5799514394728;1845.9788414845646;730.166895919303;1900.6299862448418;700.6106594399276;1820.8423667570007
15;0.5;551.0491299897645;1850.4261344251108;740.1360730593606;1905.5963470319634;711.2531194295899;1824.2811942959001
16;0.53;562.0905472636816;1853.5565505804311;749.323645970938;1909.306913254073;721.0402144772117;1829.9691689008043
17;0.57;574.4263408010862;1856.6500339443312;758.4509536784741;1913.350136239782;729.4426450742241;1835.5375618533512
18;0.6;585.5551006482428;1860.5417946093482;768.233649075327;1919.4993234100136;737.0398210290828;1840.4344519015658
19;0.63;595.9878658101355;1864.8968593861525;778.5117672229353;1924.7727856225931;744.7219227313566;1845.6127583108714
20;0.67;605.0170289855072;1868.6268115942028;788.7674418604652;1929.8910422049955;751.8757533611497;1850.2721372276308
21;0.7;613.8164912280702;1872.6238596491226;798.8706968933668;1935.9974811083123;757.9343365253078;1854.1796625626994
22;0.73;622.4942044257112;1876.4710221285563;807.8720164609052;1941.0164609053497;762.461396208969;1857.0730466944058
23;0.77;629.5332636711946;1879.2915360501568;816.9552299552298;1945.6450956450956;765.8185291308499;1859.6623686723972
