Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0;X_Arena0_Ind1;Y_Arena0_Ind1;X_Arena0_Ind2;Y_Arena0_Ind2
0;0.0;162.25706214689265;993.1475988700564;1941.0177993527507;1380.1423948220063;1173.0804597701149;1951.4474548440064
1;0.03;169.42780026990553;993.1086369770579;1946.12070343725;1369.7657873701037;1186.086887835703;1950.1635071090047
2;0.07;178.07973856209148;986.6875816993463;1950.7732041969327;1359.6222760290557;1199.398355754858;1950.4170403587443
3;0.1;189.25770796974984;975.7102966841187;1952.6531424025457;1345.739061256961;1211.4649122807016;1950.9244264507422
4;0.13;205.08271787296897;965.2427375677005;1961.956597222222;1325.9756944444443;1222.1469979296066;1951.527260179434
5;0.17;218.337219343696;955.2599309153712;1969.2435614422368;1299.3200883002207;1231.8422496570643;1949.8737997256515
6;0.2;229.47166862055488;945.7924970691677;1979.412408759124;1276.9835766423357;1242.1013916500995;1945.4605699138501
7;0.23;239.94168466522677;936.6864650827933;1990.9885931558936;1252.2141951837768;1257.3199464524764;1944.0455153949129
8;0.27;248.99893617021277;928.7336879432623;1993.2635933806143;1229.5780141843973;1270.1282565130261;1942.260521042084
9;0.3;257.8116086235489;921.1794361525704;1995.780808080808;1207.2767676767676;1285.4697855750487;1940.0734243014945
10;0.33;265.4358465608465;914.5763888888889;2000.3308119011597;1182.4331820474029;1298.2983682983681;1941.2668997668995
11;0.37;272.8692873122403;908.0840524129114;2002.757660167131;1162.9243268337975;1311.136167590881;1939.6130622304372
12;0.4;279.85826001955036;902.0772238514174;2004.9468664850135;1142.9904632152588;1324.6582884500299;1934.880909634949
13;0.43;286.511693171188;896.14904895541;2007.178861788618;1125.486901535682;1336.7105855855855;1930.706081081081
14;0.47;292.43139040680023;887.2519732847601;2009.1795543905635;1109.6684141546527;1348.2497249724972;1927.6490649064906
15;0.5;297.4716652136007;874.6259808195292;2011.3058375634519;1094.4310490693738;1358.8887070376431;1925.2836879432623
16;0.53;303.79596476271666;860.8002273373118;2013.0389817024661;1080.95584725537;1368.512486427796;1923.2546145494027
17;0.57;310.40555083545735;848.4970263381479;2017.692086920869;1065.6084460844609;1377.3786848072561;1921.4920634920634
18;0.6;316.15587328287074;837.9217830109336;2021.0220162224798;1041.156431054461;1385.244019138756;1920.1483253588517
19;0.63;321.396770472895;827.4821222606689;2016.9393939393938;1013.6851633215268;1393.302100161551;1918.7937533656434
20;0.67;325.9985815602837;817.9982978723405;2016.0717948717947;985.1897435897436;1400.0169779286928;1917.5365025466892
21;0.7;329.9579399141631;809.480686695279;2014.6318518518517;961.7274074074073;1406.873121869783;1916.4451864218138
22;0.73;333.7498570611778;801.3947970268724;2012.8225155848916;941.0946094609461;1412.4104347826087;1915.2608695652175
23;0.77;337.1869078380706;793.7614125753661;2014.9639175257732;922.3491408934708;1416.8898756660747;1913.0343398460627
24;0.8;340.17196702002354;787.1251472320376;2014.2421353670163;900.8093422306958;1422.6695652173912;1909.9194202898548
25;0.83;343.08613569321534;780.6150442477876;2013.228102189781;876.7150243309002;1427.5911330049262;1907.2736726874655
26;0.87;345.8041481481481;774.5819259259259;2010.6096609660963;851.4302430243024;1433.695937873357;1904.0752688172042
27;0.9;348.64455928797014;768.4800459374102;2003.027856025039;828.0651017214396;1439.019540229885;1901.744252873563
28;0.93;350.38777372262774;758.6456812652068;1997.2369765066394;803.9448416751787;1443.5204678362572;1899.6116959064325
29;0.97;348.6208973200843;746.3315266485998;1990.8242753623188;781.138768115942;1447.6183908045975;1897.6649425287353
30;1.0;346.5648574057038;729.7985280588777;1983.2730716253443;758.5251377410467;1451.8778359511343;1895.6655031995344
31;1.03;345.7622418879056;717.3879056047197;1977.6230620155038;739.2881136950904;1454.522051282051;1894.3435897435895
32;1.07;344.43382352941177;703.626225490196;1972.8407766990292;721.3899676375404;1458.4434782608696;1892.1026086956522
33;1.1;343.06654567453114;693.268300060496;1969.4044329303395;707.3655728267127;1459.9514767932487;1891.3597046413502
