Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0
0;0.0;1644.3497942386832;222.36694101508914
1;0.03;1634.1843052555794;217.36429085673143
2;0.07;1623.0390689941812;210.49875311720697
3;0.1;1615.5185185185185;205.3800705467372
4;0.13;1608.3216216216217;200.2288288288288
5;0.17;1602.7318840579708;196.94021739130434
6;0.2;1596.3200408997955;193.31186094069528
7;0.23;1590.0268317853456;189.72136222910217
8;0.27;1583.6977777777777;185.10444444444443
9;0.3;1578.883495145631;181.6202804746494
10;0.33;1571.6603375527425;179.31012658227849
11;0.37;1561.2013651877132;177.1069397042093
12;0.4;1547.7456556082147;171.3301737756714
13;0.43;1538.6979166666667;166.26736111111111
14;0.47;1527.944055944056;159.8298368298368
15;0.5;1518.6666666666667;153.92345679012345
16;0.53;1511.4609375;149.7421875
17;0.57;1503.8091603053435;145.31297709923663
18;0.6;1497.1205128205127;141.3358974358974
19;0.63;1491.221411192214;137.91970802919707
20;0.67;1486.179894179894;135.2275132275132
21;0.7;1481.8472222222222;133.59722222222223
22;0.73;1483.6666666666665;137.33333333333331
23;0.77;1466.2926829268292;127.05691056910568
24;0.8;1471.0;132.0
25;0.83;1452.1555555555553;117.48888888888888
26;0.87;1444.3597883597881;114.15343915343914
27;0.9;1436.6571428571428;111.09523809523809
28;0.93;1429.7931034482758;107.85057471264368
29;0.97;1422.8479532163742;104.10526315789474
30;1.0;1417.2655367231637;100.82485875706213
31;1.03;1411.121693121693;99.4074074074074
32;1.07;1402.2888888888888;98.68333333333334
33;1.1;1394.9406392694063;94.21461187214611
34;1.13;1387.4829059829058;88.8034188034188
35;1.17;1383.2416666666666;88.10833333333332
36;1.2;1364.6904761904761;81.86507936507935
37;1.23;1353.5;77.75
38;1.27;1343.5555555555554;72.77777777777777
39;1.3;1335.642857142857;67.42857142857143
40;1.33;1326.0833333333333;62.71969696969697
41;1.37;1320.5761904761905;60.6
42;1.4;1308.9375;58.70833333333333
43;1.43;1299.111111111111;58.72222222222222
44;1.47;1289.7575757575758;58.78787878787878
45;1.5;1281.8148148148148;56.96296296296296
46;1.53;1275.0;57.0
47;1.57;1275.0;57.0
48;1.6;1289.2898550724638;79.34057971014492
49;1.63;1303.5797101449275;101.68115942028984
50;1.67;1304.8558558558557;104.09009009009009
51;1.7;1303.5858585858584;103.2020202020202
52;1.73;1331.7914558740865;137.4317032040472
53;1.77;1341.6040021063716;146.39547130068456
54;1.8;1352.342328042328;157.4925925925926
55;1.83;1361.9837270341206;167.80997375328084
