Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0;X_Arena0_Ind1;Y_Arena0_Ind1
0;0.0;2005.6803607214429;925.6022044088177;602.8626174981922;1802.240057845264
1;0.03;2006.3265830922533;920.459337833494;600.7318455543748;1804.4303931987247
2;0.07;2006.4207968901846;915.1282798833819;596.9843693202472;1807.343874954562
3;0.1;2005.527079303675;910.5457769181172;587.0696571845368;1808.735959153902
4;0.13;2004.7342130065977;905.5874960728871;576.0275715800636;1809.2145634499823
5;0.17;2004.6357164964406;899.5543175487466;565.0950960901258;1810.8174287607687
6;0.2;2005.3415600243752;894.468312004875;555.4587884806356;1812.8139688844751
7;0.23;2005.2045103490884;890.0772320049427;546.4361559139785;1814.7523521505375
8;0.27;2004.416513761468;885.843119266055;537.8836805555555;1816.310763888889
9;0.3;2003.3103030303027;881.1557575757575;530.4853333333333;1817.69
10;0.33;2002.531337698784;875.1802307452448;522.1392923649906;1817.309497206704
11;0.37;2002.5180097680097;870.5989010989011;516.2472137791286;1809.593380614657
12;0.4;2002.2400370713624;866.8597466790237;511.23889437314904;1799.5324119776242
13;0.43;2001.308710372422;863.2271468144045;506.6773359198189;1789.9757516973812
14;0.47;2000.057438794727;858.936911487759;502.20216962524654;1781.1436554898091
15;0.5;1999.0148423005567;854.2507730364872;498.14652371669916;1773.8401559454192
16;0.53;1998.9030864197528;851.8802469135802;494.3018867924528;1766.91923204237
17;0.57;1998.5393053016453;849.1654478976234;490.85770750988144;1760.5741106719368
18;0.6;1998.1338724168913;847.0416292303084;487.814706835115;1755.5536119209587
19;0.63;1997.2756052141526;844.2569832402235;485.04835589941973;1750.7446808510638
20;0.67;1996.4714329361439;842.1014359914451;482.33749599743834;1745.971821966058
21;0.7;1995.6049612403099;839.8455813953489;480.0949206349206;1742.1507936507935
22;0.73;1994.8940543959516;837.1008855154964;477.79265590376696;1738.2890155112377
23;0.77;1994.8455439264192;832.918807484935;475.81291547958216;1734.9639126305792
24;0.8;1995.2942464040023;830.1463414634146;473.61728395061726;1731.349477682811
25;0.83;1995.0994371482177;827.5281425891181;471.9030581039755;1728.6538226299692
26;0.87;1994.126969416126;824.848625270312;470.0429711479435;1725.636893799877
27;0.9;1993.0015304560757;820.8864401591674;468.0423183072677;1722.6577736890524
28;0.93;1992.1491798204888;815.1751779634787;466.16590423909724;1719.7602927721866
29;0.97;1992.0229676639465;810.959806588093;464.8375912408759;1717.4370437956204
30;1.0;1991.4297520661157;807.1741659014386;463.5575415490749;1709.9658200062713
31;1.03;1990.5400492914353;803.1783733826247;464.37126865671644;1699.495646766169
32;1.07;1989.3361581920904;799.1497175141243;463.9269868014602;1689.0805953383879
33;1.1;1989.5474926253687;796.5371681415929;462.0685681359838;1676.708153269951
34;1.13;1989.4407738095238;793.0232142857143;460.7220455749867;1667.6155272919975
35;1.17;1989.003781268179;789.6910994764398;459.31424836601303;1658.444705882353
36;1.2;1988.025358997861;786.5716468072105;457.5117872807017;1648.5742872807016
37;1.23;1987.49506387921;785.1350174216028;456.3107996702391;1641.0228084638636
38;1.27;1986.9684332464522;784.1332174920359;454.9661874334398;1633.938498402556
39;1.3;1987.2713112432737;782.6624185783064;453.8018162393162;1626.801549145299
40;1.33;1983.354630525976;778.0809938689899;452.402824858757;1619.535310734463
41;1.37;1980.5648351648351;777.085347985348;451.23870056497174;1612.810451977401
42;1.4;1979.0127118644068;778.5773305084746;450.22498618021;1607.767274737424
43;1.43;1975.5;783.0;449.16708229426433;1601.9415350512606
44;1.47;1978.5328415876359;789.3140147523709;448.1427777777777;1597.4519444444443
45;1.5;1978.4478012755958;793.313192346425;447.666921898928;1595.2953037263908
46;1.53;1979.0163147792707;797.1538707613563;446.5731642894875;1588.7263602746962
47;1.57;1981.542805100182;802.8469945355191;445.9397932816537;1585.3793281653745
48;1.6;1984.1460592913954;807.5574837310195;444.77849289353713;1580.9707696433359
49;1.63;1984.4921430959544;808.9097291875627;444.265704154002;1578.560030395137
50;1.67;1985.4285253307517;811.3046143917393;443.57616554475186;1575.4208426826226
51;1.7;1986.3960332693537;814.6791426743441;442.44461819129526;1570.3979671618451
52;1.73;1986.7408136482939;818.9504593175852;440.9241323648103;1564.3922518159807
53;1.77;1986.8184974747471;821.5170454545455;440.73297073297067;1562.9308469308469
54;1.8;1987.497108066971;826.1494672754947;439.8574002574002;1559.572458172458
55;1.83;1988.3875626289416;828.956380783967;438.7625676720804;1556.3178654292344
56;1.87;1990.2122770919066;836.565500685871;438.05072463768107;1553.204192546584
57;1.9;1990.6218193384223;838.0817430025445;437.42234123947975;1551.384595766386
58;1.93;1990.449090909091;840.1424242424242;435.9301661474558;1547.755970924195
59;1.97;1990.9026387625113;844.0357901122231;432.41048466864487;1542.8998516320476
60;2.0;1991.5136501516683;850.7425008426019;425.74054726368155;1537.5860696517411
61;2.03;1992.6765285996055;854.4424720578567;420.8566936208445;1532.977088948787
62;2.07;1993.3770913770911;856.194658944659;410.64609053497935;1523.9863683127571
63;2.1;1994.0740381506628;859.2796637568703;404.0943490166791;1517.187204381379
64;2.13;1995.0138150903294;866.5437477860431;399.92146851446626;1513.0021881838074
65;2.17;1995.0071266601879;868.6692581794622;395.08015087223004;1508.5846298915606
66;2.2;1995.3108723958333;871.5035807291666;388.71802325581393;1503.079699612403
67;2.23;1996.5395395395396;876.6229562896228;383.5992673992674;1498.576800976801
68;2.27;1999.4851452824028;883.0342801175318;377.8836140888208;1493.938744257274
69;2.3;2000.986703772418;886.3812615955474;374.8394338701805;1491.6876525134212
70;2.33;2002.0791505791506;891.382561132561;370.0526979324256;1487.3857791225416
71;2.37;2002.6117353308362;896.7824594257178;366.7542653425006;1484.9146931499872
72;2.4;2002.6465942744323;902.7584731819677;361.5475234270415;1480.774297188755
73;2.43;2004.029318036966;907.0796685787125;358.78757668711654;1478.6538854805724
74;2.47;2004.94245014245;910.1994301994301;355.99109414758266;1476.4333333333332
75;2.5;2005.7983416252073;914.7008291873963;353.01129073646393;1474.4624069797278
76;2.53;2006.1523809523808;921.84039408867;348.6940928270042;1471.4269514767932
77;2.57;2005.8865718799366;924.0439178515007;345.5036401456058;1469.2459698387936
78;2.6;2005.4431924882629;927.1561815336463;341.521875;1466.7552083333333
79;2.63;2005.775100401606;930.6033364226136;335.9257832562917;1464.4188495120698
80;2.67;2006.5715270596345;938.1323681489141;331.3609195402299;1462.905491698595
81;2.7;2007.2896935933147;940.2838130609719;325.6778370144707;1460.957095709571
82;2.73;2008.1195574589576;947.3319057815846;318.94248261102194;1458.0660781166398
83;2.77;2008.1578776041665;949.0455729166666;315.04824223761864;1456.3512958686167
84;2.8;2008.0657748049052;954.0092902266814;309.14347357065805;1454.0560949298813
85;2.83;2007.9351184346035;956.1658084449022;305.3087002096436;1452.5345911949685
86;2.87;2008.2593739250085;959.5837633298934;300.3539657020364;1450.9986602357985
87;2.9;2009.0478515625;962.6402994791666;297.51104182904646;1449.904130943102
88;2.93;2009.839800995025;965.3074626865672;292.80537459283386;1448.402823018458
89;2.97;2010.0229226361032;966.3718560967844;289.16116611661164;1447.2568756875687
90;3.0;2010.1856133590236;969.7206165703276;285.8674897119342;1446.4430727023318
