Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0;X_Arena0_Ind1;Y_Arena0_Ind1
0;0.0;1816.3349673202613;826.8071895424836;1589.0297157622738;610.4573643410853
1;0.03;1819.3186634066828;821.3113284433578;1583.0191570881227;600.7139208173691
2;0.07;1816.4880658436214;815.2930041152263;1577.0123915737297;591.0483271375465
3;0.1;1808.3122807017544;802.4228070175437;1571.5851318944842;582.9232613908872
4;0.13;1802.6509511993381;790.0330851943754;1566.5757575757575;575.0193939393939
5;0.17;1794.4932614555255;778.6100628930817;1563.4718468468468;564.5765765765766
6;0.2;1785.904893813481;767.6943674976915;1553.9833333333333;549.6013888888888
7;0.23;1776.9329710144925;753.9402173913044;1543.3848133848132;536.5521235521236
8;0.27;1766.1540616246498;743.3239962651726;1533.6546184738957;522.7202141900937
9;0.3;1755.735265700483;732.175845410628;1523.8203017832648;508.88203017832643
10;0.33;1745.7881526104416;718.1104417670682;1515.8471074380166;497.70661157024796
11;0.37;1734.2178318135764;704.4782168186423;1508.6855123674911;487.79387514723203
12;0.4;1724.5615079365077;693.0902777777777;1501.5645539906102;477.9401408450704
13;0.43;1717.149295774648;683.8666666666667;1495.2685185185185;469.53472222222223
14;0.47;1708.9711442786067;673.5492537313432;1489.6898656898657;462.6544566544566
15;0.5;1701.0224948875252;665.5593047034764;1479.0533333333333;458.43692307692305
16;0.53;1692.5084745762713;656.4726930320151;1462.8648947951274;450.56810631229234
17;0.57;1687.5356200527704;644.0492524186456;1445.7297297297298;440.4144144144144
18;0.6;1681.0079365079364;628.7668650793651;1430.9943502824858;433.0994350282486
19;0.63;1673.3905930470346;614.6728016359917;1417.328961748634;426.97486338797813
20;0.67;1667.4050505050504;600.6121212121212;1404.2081784386617;420.85625774473357
21;0.7;1661.8609406952964;587.443762781186;1391.462401795735;411.9203142536476
22;0.73;1656.37641025641;575.425641025641;1373.6995780590714;407.85400843881854
23;0.77;1651.4412081984897;564.4401294498382;1352.3484848484848;403.79450757575756
24;0.8;1646.625144175317;553.4936562860438;1331.8901303538173;398.64245810055866
25;0.83;1642.9328537170263;544.5071942446043;1314.1472868217054;394.43023255813955
26;0.87;1639.4123711340205;535.852233676976;1298.4164502164501;390.7541125541125
27;0.9;1629.7785977859778;526.5793357933579;1284.2373607540703;387.6743787489288
28;0.93;1618.8227215980023;514.5268414481898;1271.2068376068376;385.2025641025641
29;0.97;1608.6568627450981;502.2363834422657;1259.723404255319;383.168439716312
30;1.0;1592.3421926910298;490.27906976744185;1243.9250559284114;374.43176733780757
31;1.03;1580.8670634920632;477.3561507936508;1225.1195652173913;368.60235507246375
