Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0;X_Arena0_Ind1;Y_Arena0_Ind1
0;0.0;1947.8670842032009;1209.0668058455115;1652.505291005291;331.37213403880065
1;0.03;1946.9434907010013;1192.1101573676679;1662.4166666666665;337.802805280528
2;0.07;1946.4816247582205;1177.8123791102514;1671.9170653907495;343.9529505582137
3;0.1;1945.5564356435643;1163.0831683168317;1680.8019801980197;353.3556105610561
4;0.13;1944.7884872824632;1150.619812583668;1690.775561097257;362.92186201163753
5;0.17;1944.1313131313132;1138.06734006734;1701.0366826156298;370.79266347687394
6;0.2;1943.173132183908;1125.8922413793102;1709.6363636363637;378.3434343434343
7;0.23;1942.4272598870057;1114.8234463276835;1716.9737470167065;388.89101034208426
8;0.27;1941.3599656357387;1105.1125429553263;1724.5916870415647;400.1132844335778
9;0.3;1932.657980456026;1090.6330076004342;1733.205326460481;410.35051546391753
10;0.33;1925.4699738903394;1072.1296779808529;1740.8210784313726;418.09477124183
11;0.37;1919.5835616438355;1053.4611872146118;1748.246376811594;426.15856777493605
12;0.4;1910.9314285714286;1034.1238095238095;1754.391341991342;437.08225108225105
13;0.43;1903.3619302949062;1017.7444146559427;1761.2970639032815;446.8316062176166
14;0.47;1897.1388174807198;1003.1602399314481;1769.9370078740158;457.1924759405074
15;0.5;1891.2915622389305;989.0258980785296;1775.9293924466335;469.42364532019707
16;0.53;1885.7624897624896;975.5733005733006;1783.3775;482.70416666666665
17;0.57;1880.9041666666665;963.2016666666666;1792.992327365729;494.77578857630004
18;0.6;1876.2170542635658;951.6055124892333;1799.5205128205127;505.1504273504273
19;0.63;1872.1607000795543;941.4351630867144;1805.972821742606;517.494004796163
20;0.67;1868.0979899497488;931.4690117252931;1813.7588832487309;529.3570219966159
21;0.7;1861.6458333333333;921.7013888888888;1819.8203842940684;538.4043441938178
22;0.73;1852.1246458923513;907.2256846081208;1824.5864197530861;549.8526234567901
23;0.77;1848.2012411347516;887.0283687943262;1831.1823579304494;564.1272264631043
24;0.8;1839.8566308243726;865.513440860215;1839.4895104895104;576.6231546231546
25;0.83;1831.9245439469319;842.2437810945273;1845.2320872274142;587.6214953271028
26;0.87;1827.870246085011;823.5846383296047;1850.1484071484072;599.7031857031857
27;0.9;1822.028806584362;801.9061728395062;1855.2631154156577;611.2074253430185
28;0.93;1816.4781144781143;782.9259259259259;1859.3683409436833;622.0692541856924
29;0.97;1811.5357429718874;766.7253012048193;1863.5301379811183;634.7625272331155
30;1.0;1806.1773927392737;750.5363036303629;1865.7548278757347;649.2930310663307
31;1.03;1801.76;736.4116666666665;1866.3655394524958;656.9186795491142
32;1.07;1797.6070261437908;722.9869281045751;1873.0965346534654;666.7887788778877
33;1.1;1793.8566493955093;710.8566493955094;1877.6720430107525;675.6075268817203
34;1.13;1789.968376068376;699.6863247863247;1879.5292259083726;680.3633491311216
35;1.17;1786.031339031339;687.1804368471035;1892.3880597014925;698.6905472636815
36;1.2;1779.1922398589065;666.1340388007054;1907.1714743589741;724.6105769230769
37;1.23;1777.9646350639578;662.4273890142964;1912.3356918238992;739.5188679245283
38;1.27;1773.921146953405;649.6075268817204;1902.8245614035086;728.4912280701753
