Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0
0;0.0;887.2110249784668;1932.8802756244615
1;0.03;896.9293924466338;1933.8727422003283
2;0.07;906.5803418803418;1935.1051282051283
3;0.1;915.4493827160494;1936.2806584362138
4;0.13;923.531274742676;1937.4045922406965
5;0.17;932.0236348818255;1938.39608801956
6;0.2;938.6553228621291;1939.4720767888305
7;0.23;947.0545073375262;1940.7295597484276
8;0.27;952.0;1936.0
9;0.3;967.4185606060605;1938.5757575757575
10;0.33;983.0;1942.1616541353383
11;0.37;996.9713423831071;1944.340874811463
12;0.4;1011.69649122807;1947.0122807017542
13;0.43;1022.1004566210046;1948.5646879756466
14;0.47;1018.5;1948.0
15;0.5;1043.5160075329566;1949.4689265536724
16;0.53;1053.282958199357;1940.6280814576633
17;0.57;1067.2322097378276;1934.2687265917602
18;0.6;1085.3690476190477;1929.0555555555554
19;0.63;1101.7209119496854;1922.936320754717
20;0.67;1116.637518684604;1917.3572496263077
21;0.7;1129.5145560407568;1912.486171761281
22;0.73;1140.6779324055667;1908.2538104705102
23;0.77;1152.4444444444443;1903.7079945799455
24;0.8;1163.047124047124;1899.5939015939016
25;0.83;1173.079298245614;1895.7656140350875
26;0.87;1181.1524966261807;1892.8036437246963
27;0.9;1189.0909669211196;1889.9249363867684
28;0.93;1197.1510934393639;1888.329357190192
29;0.97;1208.865649963689;1887.5896877269427
30;1.0;1223.5367594575303;1880.5103497501782
31;1.03;1235.4355997788832;1875.1580983969043
32;1.07;1251.4066066066066;1868.8906906906905
33;1.1;1261.9488348530901;1864.544579533941
34;1.13;1281.589618815896;1856.5863746958637
35;1.17;1292.4832698009318;1851.7111393477337
36;1.2;1301.9277456647399;1847.5004816955684
37;1.23;1310.8237394020525;1846.7188755020081
38;1.27;1339.5577777777776;1838.6737777777778
39;1.3;1351.0175019888623;1834.7549721559267
40;1.33;1364.0565476190475;1830.5814732142858
41;1.37;1371.890050697085;1828.1783903675537
