Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0
0;0.0;1871.9014925373135;617.007960199005
1;0.03;1876.7986512524083;627.0674373795761
2;0.07;1881.5509989484751;636.2334384858044
3;0.1;1889.7019607843135;642.8725490196078
4;0.13;1898.3464249748235;654.9657603222557
5;0.17;1904.868501529052;671.1437308868501
6;0.2;1913.0895660203137;684.3240997229917
7;0.23;1919.639889196676;697.9205909510619
8;0.27;1924.0807799442896;713.0844939647168
9;0.3;1932.9176356589146;728.9186046511628
10;0.33;1939.1132596685084;744.4760589318599
11;0.37;1943.921662669864;759.3285371702638
12;0.4;1950.7191201353635;774.2098138747884
13;0.43;1956.4940898345153;787.1599684791173
14;0.47;1961.358232931727;799.9317269076304
15;0.5;1965.7218282111896;811.6761229314421
16;0.53;1970.303186907838;822.6709732988802
17;0.57;1977.0594059405942;831.9117161716171
18;0.6;1982.987745098039;849.2998366013071
19;0.63;1987.325183374083;867.961695191524
20;0.67;1993.9266347687399;884.6555023923445
21;0.7;1995.993911719939;901.6286149162861
22;0.73;1997.9259259259259;921.3481481481482
23;0.77;2003.014742014742;940.7641277641278
24;0.8;2004.900153609831;957.7519201228878
25;0.83;2006.6397003745317;973.6674157303371
26;0.87;2006.8202692003165;986.4631828978622
27;0.9;1998.7599637681158;1005.4211956521739
28;0.93;1997.4040139616054;1025.0488656195462
29;0.97;1993.4668265387688;1042.4436450839328
30;1.0;1989.5783783783784;1061.7243243243242
31;1.03;1988.7488151658767;1080.2748815165876
32;1.07;1985.5111662531017;1097.483870967742
33;1.1;1982.250825082508;1112.424092409241
34;1.13;1979.6993299832493;1125.108877721943
35;1.17;1977.1379605826905;1137.549271636675
36;1.2;1973.6816182937553;1153.3025505716798
37;1.23;1971.4474327628361;1164.4498777506112
38;1.27;1969.4245283018868;1158.6572327044025
39;1.3;1971.8858858858857;1193.4444444444443
40;1.33;1967.7478991596638;1216.3697478991596
41;1.37;1967.4128595600675;1232.062605752961
42;1.4;1965.8052347959967;1248.0238645111622
43;1.43;1963.0628930817609;1264.7216981132076
44;1.47;1960.28078817734;1283.1642036124795
45;1.5;1958.4338624338623;1295.859410430839
46;1.53;1956.5195618153364;1308.4874804381845
47;1.57;1955.4612794612792;1315.7063973063973
48;1.6;1952.4565217391305;1328.231884057971
49;1.63;1947.9818049490539;1334.9213973799126
50;1.67;1943.42194092827;1346.0576652601967
51;1.7;1939.7485667485666;1370.173628173628
52;1.73;1931.526222222222;1391.0257777777776
53;1.77;1930.6437346437347;1408.7002457002457
54;1.8;1928.2752136752135;1423.9982905982904
55;1.83;1933.6666666666665;1418.6666666666665
56;1.87;1919.5;1433.0
57;1.9;1913.0;1441.5
58;1.93;1884.880443388757;1485.2319873317497
59;1.97;1877.2104377104374;1497.6725589225587
60;2.0;1870.6521406727827;1508.0672782874617
61;2.03;1864.795321637427;1516.4714912280701
62;2.07;1859.5983935742972;1524.4243641231592
63;2.1;1852.8807994289791;1534.3604568165595
64;2.13;1846.8266331658292;1543.0217755443884
65;2.17;1842.484363081617;1549.588863463005
66;2.2;1838.453304597701;1555.4109195402298
67;2.23;1833.1974248927038;1562.6795422031473
68;2.27;1828.0274599542333;1569.7421815408084
69;2.3;1825.4923790589794;1573.2717031146453
70;2.33;1820.7612612612613;1580.4084084084081
71;2.37;1817.2459150326795;1592.6078431372548
72;2.4;1806.448275862069;1604.9778956675507
73;2.43;1794.7150297619046;1618.502976190476
74;2.47;1781.627749576988;1635.6742808798645
75;2.5;1772.0536585365853;1646.6577235772356
76;2.53;1760.7844155844157;1659.6839826839825
77;2.57;1751.754716981132;1670.8194070080863
78;2.6;1751.0;1671.5
79;2.63;1759.222222222222;1662.222222222222
80;2.67;1729.6635514018692;1696.1183800623053
81;2.7;1724.699838187702;1701.84142394822
82;2.73;1718.4379844961238;1715.9302325581396
83;2.77;1710.2615923009623;1727.1811023622047
84;2.8;1711.5;1727.0
85;2.83;1680.7750611246943;1754.7726161369194
86;2.87;1667.9827450980392;1766.0133333333333
87;2.9;1676.8205128205127;1758.4358974358972
88;2.93;1634.872970391595;1795.6418338108883
89;2.97;1653.157894736842;1789.842105263158
90;3.0;1596.3884773662548;1817.3761316872426
91;3.03;1598.3333333333333;1820.25
92;3.07;1562.7645186953062;1837.9244232299122
93;3.1;1547.9718309859154;1846.2949921752738
94;3.13;1534.4591503267973;1854.005718954248
95;3.17;1521.6551440329217;1860.959670781893
96;3.2;1509.8119658119658;1866.940170940171
97;3.23;1499.8209718670078;1872.2872975277066
98;3.27;1490.7813798836241;1883.0955943474644
99;3.3;1499.9047619047617;1879.9047619047617
100;3.33;1454.9787581699345;1905.7745098039215
101;3.37;1438.6555555555556;1911.267521367521
102;3.4;1418.6410256410256;1912.076923076923
103;3.43;1392.7636195752539;1919.972299168975
104;3.47;1372.5392428439518;1925.1514312096028
105;3.5;1355.1908155186063;1928.7727632620742
106;3.53;1338.4307692307693;1932.946153846154
107;3.57;1322.8753387533875;1936.7985546522132
108;3.6;1308.4046997389034;1939.8572671888596
109;3.63;1297.4455284552844;1942.1991869918697
110;3.67;1286.3679867986798;1944.4661716171615
111;3.7;1296.6666666666665;1936.6666666666665
112;3.73;1281.5833333333333;1953.625
113;3.77;1255.5;1951.5
114;3.8;1203.5135658914728;1968.796511627907
115;3.83;1177.8741134751772;1973.5789007092199
116;3.87;1152.095238095238;1981.7120181405894
117;3.9;1162.2456140350876;1982.5087719298244
118;3.93;1108.831223628692;1987.4886075949366
119;3.97;1091.2893685051959;1989.9800159872102
120;4.0;1072.5944444444444;1991.8849206349205
121;4.03;1057.6387596899224;1993.5209302325582
122;4.07;1044.9258443465492;1994.7114537444934
123;4.1;1032.1057777777776;1991.294222222222
124;4.13;1008.2194092827003;1985.690928270042
125;4.17;983.5400238948624;1983.3894862604539
126;4.2;959.3521594684386;1977.223698781838
127;4.23;936.1258811681771;1974.8569989929506
128;4.27;916.3351648351648;1970.974358974359
129;4.3;898.0324189526184;1966.3724023275145
130;4.33;881.9795396419437;1962.2054560954814
131;4.37;866.3048576214405;1958.2303182579562
132;4.4;852.0478927203064;1954.0392720306513
133;4.43;839.9564814814814;1950.2768518518517
134;4.47;828.1014492753624;1947.3700483091786
135;4.5;817.5849673202614;1947.9591503267973
136;4.53;796.4757174392936;1945.6622516556292
137;4.57;776.7183908045977;1938.6848659003829
138;4.6;752.9549839228296;1934.3140407288315
139;4.63;736.8626919602528;1927.7859078590786
140;4.67;715.6666666666666;1921.7446610956358
141;4.7;694.1631393298059;1915.9647266313932
142;4.73;675.885;1908.5791666666667
143;4.77;655.692513368984;1903.1372549019607
144;4.8;656.0;1904.0
145;4.83;622.0771840542833;1891.4088210347752
146;4.87;606.5152979066022;1886.7954911433171
147;4.9;588.950354609929;1882.224586288416
148;4.93;574.6253687315634;1875.3783185840707
149;4.97;560.364522417154;1868.9337231968811
150;5.0;545.3154050464807;1862.731075697211
151;5.03;532.4824561403509;1856.9788011695905
152;5.07;524.0634278002699;1846.1295546558704
153;5.1;504.17398373983735;1828.7056910569104
154;5.13;488.79574184963406;1816.0858283433133
155;5.17;494.66666666666663;1824.3333333333333
156;5.2;484.66666666666663;1811.3333333333333
157;5.23;448.2260928961748;1775.2909836065573
158;5.27;437.29484386347127;1764.368191721133
159;5.3;427.12775330396477;1754.040381791483
160;5.33;417.13513513513516;1744.5873873873873
161;5.37;425.66666666666663;1749.6666666666665
162;5.4;389.35416666666663;1719.6666666666665
163;5.43;369.9114452798663;1702.7477025898077
164;5.47;370.1333333333333;1706.5333333333333
165;5.5;334.87628053585496;1670.6903073286053
166;5.53;321.4222704266088;1657.6847433116413
167;5.57;308.4442060085837;1645.02217453505
168;5.6;296.6082337317397;1632.9521912350597
169;5.63;287.451572327044;1623.0314465408803
170;5.67;279.4375;1613.842803030303
171;5.7;271.5831809872029;1604.6398537477148
172;5.73;264.4930930930931;1596.0696696696696
173;5.77;254.6647509578544;1587.9667943805873
174;5.8;242.3769017980636;1574.6390041493776
175;5.83;228.54377880184333;1553.0353302611366
176;5.87;214.24155653450805;1534.025697503671
177;5.9;203.63570487483528;1512.8162055335968
178;5.93;210.66666666666666;1523.3333333333333
179;5.97;194.5;1508.0
180;6.0;173.56969696969696;1456.551515151515
181;6.03;167.0102286401925;1442.6492178098677
182;6.07;160.7862507221259;1429.6372039283651
183;6.1;154.99696417729203;1416.783242258652
184;6.13;149.64941466420208;1404.6025878003697
185;6.17;146.0692464358452;1391.038017651052
186;6.2;143.2810606060606;1371.4810606060605
187;6.23;148.0;1382.5
188;6.27;125.56031128404669;1332.2594033722437
189;6.3;119.50698602794411;1314.2814371257484
190;6.33;113.85412787088764;1298.169459962756
191;6.37;108.80743449116392;1283.2681291895185
192;6.4;104.58899082568807;1269.9614678899084
193;6.43;101.11308466548253;1258.1740674955595
194;6.47;97.79030303030302;1246.5375757575757
195;6.5;91.26570048309178;1234.7192028985507
196;6.53;85.78470948012232;1216.7345565749233
197;6.57;81.80333951762523;1195.290043290043
198;6.6;76.59069130732375;1173.3271731690622
