Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0;X_Arena0_Ind1;Y_Arena0_Ind1
0;0.0;429.34871794871793;603.2894586894587;203.1688424717145;933.3994778067885
1;0.03;424.6741935483871;610.4327956989247;196.17255892255892;943.1287878787879
2;0.07;419.83006535947715;618.0669934640523;189.77833753148616;951.9588581024349
3;0.1;415.4728813559322;624.4141242937852;183.67188859878155;960.3812010443864
4;0.13;406.43225419664265;632.0359712230215;177.92355555555554;967.6293333333333
5;0.17;394.57275362318836;643.5315942028985;173.05927835051546;973.7895189003436
6;0.2;385.3162975582056;655.4906303236797;168.26701119724373;980.4496124031008
7;0.23;374.90827740492165;666.5850111856822;164.67320261437905;985.1331699346405
8;0.27;364.12606060606055;677.5775757575757;160.45281385281385;991.0155844155844
9;0.3;354.83304144775246;690.4810274372445;157.74018379281537;995.4486215538847
10;0.33;346.95480225988695;701.5502824858756;154.17805907172993;1000.9004219409281
11;0.37;335.4691358024691;714.7695473251028;153.57153558052434;1007.008988764045
12;0.4;324.72781774580335;728.347721822542;150.89132020423048;1016.5703865791393
13;0.43;315.9718468468468;740.724099099099;143.75372549019608;1031.6564705882354
14;0.47;308.02021857923495;752.0464480874317;139.58333333333331;1043.6181818181817
15;0.5;299.63453815261045;763.6156052782558;137.59243986254293;1053.9621993127148
16;0.53;292.12369337979095;773.4314750290359;132.0320987654321;1070.2139917695472
17;0.57;285.1715601611974;782.7818077144501;125.90852713178295;1089.0821705426356
18;0.6;279.08291316526606;791.4028011204481;125.1525641025641;1102.9967948717947
19;0.63;274.08899676375404;801.9584681769147;122.55252100840336;1123.517507002801
20;0.67;268.8169618894256;814.4095544820182;119.88458781362006;1141.3677419354838
21;0.7;260.048325096101;830.1180669961559;118.87179487179486;1156.4453441295548
22;0.73;251.80349099099098;845.581081081081;118.31695156695156;1170.7777777777778
23;0.77;245.95047923322684;858.8935037273694;117.79828042328042;1182.2896825396826
24;0.8;240.45176848874598;871.899249732047;117.2207207207207;1194.6859716859715
25;0.83;235.23898392949712;882.9797822706065;116.50361604207757;1204.8395792241945
26;0.87;229.92949714878173;894.3732503888025;116.26181818181819;1213.800606060606
27;0.9;225.07101218865924;905.1473237943826;115.58959537572254;1222.849710982659
28;0.93;216.61074918566774;923.9809989142235;117.29029733959311;1241.3615023474179
29;0.97;212.93944099378882;932.9321946169771;117.04965986394556;1253.6122448979593
30;1.0;209.55192107995845;940.8821391484942;114.34800838574424;1270.1586303284416
31;1.03;206.56931702344542;948.7008154943934;114.42554644808743;1284.2363387978141
32;1.07;203.79573022804462;956.4216399805919;114.32175032175032;1296.8230373230372
33;1.1;199.9552572706935;964.3568232662192;113.7235926628716;1307.786843769766
34;1.13;193.5567881669308;974.4109878499735;113.29522184300342;1317.8976109215016
35;1.17;186.38679759956355;988.7446808510638;112.70260223048327;1328.537794299876
36;1.2;182.3476923076923;1000.308205128205;112.42900670322973;1337.7946374162095
37;1.23;177.73667205169627;1011.326871297792;112.30807147258163;1344.4596426370917
38;1.27;170.64493996569468;1026.7226986849628;113.90880503144653;1352.7169811320755
39;1.3;167.16839506172838;1037.3693827160494;120.31477184841454;1364.8491879350347
40;1.33;165.16732369689004;1051.2904073587385;125.34056399132321;1377.5480838756325
41;1.37;162.4303448275862;1065.7935632183908;129.4149019607843;1387.134117647059
42;1.4;158.87353206865401;1081.3301716350497;134.6740088105727;1398.0271659324521
43;1.43;157.17321116928446;1095.4083769633507;138.64185110663985;1405.3635144198524
44;1.47;155.8825354609929;1107.3643617021276;143.69985250737463;1413.9823008849557
45;1.5;153.6766985864113;1120.3720930232557;147.7185025197984;1420.686105111591
46;1.53;150.35699899295065;1137.2683786505538;150.0102880658436;1423.9643347050753
47;1.57;150.5737704918033;1154.6597118728266;152.66579861111111;1428.2274305555554
48;1.6;150.6934023285899;1168.106942647693;166.04095004095;1438.3587223587224
49;1.63;150.13801756587202;1181.6470096194062;175.2073552425665;1451.7261345852894
50;1.67;149.5173515981735;1198.1744292237443;183.81998474446985;1465.0389016018307
51;1.7;149.8810531264692;1212.3808180535966;197.5179487179487;1478.219658119658
52;1.73;150.86438356164385;1226.9031963470318;209.83288650580874;1496.455764075067
53;1.77;151.6936308693631;1238.7164109716412;223.1625412541254;1511.2813531353133
54;1.8;152.3188976377953;1247.188101487314;237.15877437325906;1525.7975858867221
55;1.83;153.4311797752809;1258.8820224719102;249.75975177304963;1542.0505319148936
56;1.87;154.10526315789474;1266.0399122807016;263.7447199265381;1557.8200183654728
57;1.9;155.15181518151815;1272.9067656765676;270.7850787132101;1565.4606433949348
58;1.93;156.41993464052285;1280.7871732026142;281.148753894081;1577.035825545171
59;1.97;158.09399585921324;1289.5167701863354;292.4910226385636;1589.3778298204527
