Frame;Time;X_Arena0_Ind0;Y_Arena0_Ind0
0;0.0;1707.0564263322883;543.2403343782654
1;0.03;1701.0830889540564;536.4633431085044
2;0.07;1694.9612640163095;529.4464831804281
3;0.1;1690.2735294117647;523.7294117647059
4;0.13;1685.5964419475654;518.0823970037453
5;0.17;1681.3846153846155;512.9439696106363
6;0.2;1677.297994269341;507.67812798471823
7;0.23;1673.5268518518517;502.89074074074074
8;0.27;1667.8459302325582;499.12596899224803
9;0.3;1660.3152173913043;492.93568840579707
10;0.33;1652.7970639032815;482.8238341968912
11;0.37;1645.1201117318435;472.98789571694596
12;0.4;1638.8607954545455;465.03882575757575
13;0.43;1633.0647619047618;457.8142857142857
14;0.47;1627.6626262626262;450.9
15;0.5;1623.4844054580897;445.45224171539957
16;0.53;1618.9111111111108;439.6241545893719
17;0.57;1615.1170634920632;434.6607142857143
18;0.6;1611.2209737827714;429.35393258426967
19;0.63;1607.877745940783;424.7621776504298
20;0.67;1605.155737704918;421.06193078324225
21;0.7;1602.2420212765958;416.77039007092196
22;0.73;1599.3939393939395;413.21946740128556
23;0.77;1594.2763772175535;409.93277310924367
24;0.8;1588.4140350877192;404.18596491228067
25;0.83;1582.5149051490514;395.1833785004516
26;0.87;1577.4084249084249;387.8278388278388
27;0.9;1572.1335200746964;380.61437908496725
28;0.93;1567.235294117647;373.8197945845004
29;0.97;1563.2701465201462;368.25915750915743
30;1.0;1559.2732394366196;362.2488262910798
31;1.03;1557.0914529914528;359.3025641025641
32;1.07;1553.8808888888886;354.55466666666666
33;1.1;1551.8658536585365;350.94552845528455
34;1.13;1550.1000769822938;348.3833718244804
35;1.17;1548.4544217687073;346.31564625850336
36;1.2;1544.1590476190474;336.8285714285714
37;1.23;1544.7806603773586;334.64229559748424
38;1.27;1542.2862039417307;324.2399314481577
39;1.3;1540.0343567251462;316.8472222222222
40;1.33;1537.0474956822104;304.21848013816924
41;1.37;1535.5391621129324;295.6502732240437
42;1.4;1534.7501898253604;291.76537585421414
43;1.43;1533.386999244142;288.36356764928195
44;1.47;1528.584656084656;276.85097001763666
45;1.5;1525.7921686746988;273.3664658634538
46;1.53;1528.0;279.0
47;1.57;1528.0;279.0
48;1.6;1506.8271298593877;255.00992555831266
49;1.63;1503.0154849225753;252.6691116544417
50;1.67;1495.832968636032;248.9810357403355
51;1.7;1506.8888888888887;256.6111111111111
52;1.73;1495.3333333333333;251.33333333333331
53;1.77;1470.7192556634302;231.54692556634302
54;1.8;1464.7480519480519;227.29783549783548
55;1.83;1451.2332268370608;221.6453674121406
56;1.87;1438.9754273504273;214.17521367521366
57;1.9;1433.7387820512818;210.6778846153846
58;1.93;1426.045524691358;205.54706790123456
59;1.97;1417.5737704918033;200.36533957845432
60;2.0;1407.4016853932585;193.2565543071161
61;2.03;1403.3801452784503;190.8466505246166
62;2.07;1398.6443965517242;188.25359195402297
63;2.1;1384.8324742268042;183.96305841924396
64;2.13;1373.342564102564;178.0502564102564
65;2.17;1365.1442542787286;173.18581907090464
66;2.2;1354.8575899843504;167.44522691705788
67;2.23;1347.3339920948617;163.42819499341238
68;2.27;1335.3782569631626;157.43306379155436
69;2.3;1325.379281537176;156.13951545530492
70;2.33;1312.8357723577235;153.0861788617886
71;2.37;1300.4148351648353;148.0311355311355
72;2.4;1288.6172480620155;142.8546511627907
73;2.43;1280.6554756195042;139.9920063948841
74;2.47;1271.739534883721;136.9612403100775
75;2.5;1267.0213333333334;135.19333333333333
76;2.53;1254.8284703801944;131.3501326259947
77;2.57;1249.4503367003367;130.5547138047138
78;2.6;1238.6576576576576;128.4945945945946
79;2.63;1228.5849358974358;122.92387820512819
80;2.67;1215.4932614555255;118.88050314465409
81;2.7;1203.232346241458;115.05087319665907
82;2.73;1191.631111111111;110.0311111111111
83;2.77;1181.0897435897436;105.22649572649571
84;2.8;1170.8110119047617;100.38690476190474
85;2.83;1165.3212608987255;98.26961770623743
86;2.87;1158.4283927454658;94.92995622263915
87;2.9;1148.8733595800525;92.96128608923884
88;2.93;1134.1674836601308;89.3954248366013
89;2.97;1124.8714689265535;85.44632768361582
90;3.0;1110.1879350348029;81.37664346481051
91;3.03;1100.6523157208087;77.93672537508154
92;3.07;1090.4367816091954;73.64240102171135
93;3.1;1083.8157743235463;70.57455382843983
94;3.13;1073.2582781456954;68.17880794701986
95;3.17;1059.351276742581;65.09661835748791
96;3.2;1046.2683881064163;60.31298904538341
97;3.23;1036.2756680731363;56.876230661040786
98;3.27;1026.9602996254682;55.54456928838951
99;3.3;1012.4046610169491;55.75070621468927
100;3.33;1027.7619047619048;59.476190476190474
101;3.37;986.3345794392524;51.90218068535825
102;3.4;971.9708255741775;52.85785226567349
103;3.43;957.4258578431372;52.98406862745098
104;3.47;944.530303030303;52.078512396694215
105;3.5;931.6913580246912;52.33203378817414
106;3.53;921.4410977242302;54.5809906291834
107;3.57;907.1309987029831;54.66796368352789
108;3.6;894.1829521829521;54.50935550935551
109;3.63;880.8188552188552;57.58989898989899
110;3.67;868.7531806615775;58.24363867684478
111;3.7;855.9743107769423;59.0187969924812
112;3.73;846.2260228034876;60.05969148222669
113;3.77;837.464980544747;61.08041504539559
114;3.8;828.3743279569892;62.12768817204301
115;3.83;821.8725302740598;63.54620777565328
116;3.87;814.6601307189543;64.77923021060275
117;3.9;805.7662082514735;65.96070726915521
118;3.93;794.7957186544342;68.41100917431193
119;3.97;784.5896958410924;69.76846679081315
120;4.0;775.6350681536554;72.27881040892193
121;4.03;768.1222810111699;75.61552028218695
122;4.07;760.9584026622297;77.60787576261785
123;4.1;753.2926678989526;79.6105976586568
124;4.13;744.5493443754312;83.40648723257418
125;4.17;735.2073934837092;87.77756892230576
126;4.2;723.175972927242;89.43880428652001
127;4.23;714.5058236272879;90.80532445923461
128;4.27;705.0079908675798;93.06221461187214
129;4.3;699.5901551631888;95.13162118780096
130;4.33;692.0726895119418;98.5301142263759
131;4.37;685.7943589743589;102.33487179487177
132;4.4;675.641291810842;109.41753171856978
133;4.43;666.9439475253428;114.68038163387
134;4.47;660.0441008018327;118.08247422680412
135;4.5;654.6511627906976;120.87264673311184
136;4.53;645.6619047619047;125.10059523809522
137;4.57;641.3549119818284;126.89948892674617
138;4.6;636.9017603634298;129.21635434412266
139;4.63;631.5993091537133;131.67415083477258
140;4.67;626.3816254416961;133.77326266195521
141;4.7;623.8459383753501;135.3361344537815
142;4.73;619.485827664399;137.30668934240362
143;4.77;615.2347578347578;139.2165242165242
144;4.8;610.7457729468598;141.4752415458937
145;4.83;608.6933560477001;142.67348097671777
146;4.87;605.6119658119658;144.17492877492876
147;4.9;602.4088366890379;145.81040268456377
148;4.93;598.3689379987723;147.8974831184776
149;4.97;596.1420187793426;150.16431924882627
150;5.0;586.7985480943738;156.20689655172413
151;5.03;577.3737745098039;162.78799019607843
152;5.07;568.6601884570082;169.69081272084804
153;5.1;558.7347328244275;176.79834605597964
154;5.13;549.7013888888888;183.33522727272728
155;5.17;542.1246474901296;188.95036661026506
156;5.2;532.8330252618607;195.6204559457794
157;5.23;526.1687315634218;201.42477876106196
158;5.27;518.2126865671642;209.24191542288554
159;5.3;514.0618279569892;219.25985663082434
160;5.33;513.1133501259446;223.80856423173805
161;5.37;505.7471566054243;228.4689413823272
162;5.4;501.4104761904762;234.9742857142857
163;5.43;500.0;240.0
164;5.47;503.8163387000596;238.5468097793679
165;5.5;513.3040540540541;238.96283783783784
166;5.53;523.1643990929705;238.06292517006804
167;5.57;533.753216374269;236.25380116959062
168;5.6;543.1392483056069;234.31916204559457
169;5.63;549.9678202792957;232.79538554948388
170;5.67;556.433962264151;231.4496855345912
171;5.7;566.0436005625878;230.8980309423347
172;5.73;574.2655246252676;230.04139900071377
173;5.77;582.839151266256;228.00547570157426
174;5.8;591.7867867867867;226.63963963963963
175;5.83;597.499665998664;226.9759519038076
176;5.87;610.4790286975717;225.6548933038999
177;5.9;623.3745954692556;222.8495145631068
178;5.93;633.4627249357327;220.88431876606683
179;5.97;643.0411081322609;218.77390527256478
180;6.0;650.470737913486;217.48176420695503
181;6.03;658.1305483028721;215.93820713664056
182;6.07;665.8038147138965;213.92188919164394
183;6.1;671.7479452054795;212.88675799086755
184;6.13;678.1466666666666;211.49523809523808
185;6.17;686.0196078431372;211.91078431372546
186;6.2;695.6888217522659;211.15508559919434
187;6.23;708.307372793354;207.66562824506747
188;6.27;719.9230769230769;205.50947603121514
189;6.3;729.8034188034188;203.64957264957263
190;6.33;738.1565315315314;201.57657657657657
191;6.37;746.8961937716263;199.3102652825836
192;6.4;753.1807228915662;197.95883534136544
193;6.43;760.7849133537206;196.0703363914373
194;6.47;768.1149425287356;194.87565308254963
195;6.5;775.7144373673035;195.59235668789808
196;6.53;786.7344632768361;192.63502824858756
197;6.57;798.7141316073355;190.487594390507
198;6.6;808.0222222222221;189.38585858585856
199;6.63;818.8745762711865;186.09378531073446
200;6.67;827.6981541802388;182.45494028230183
201;6.7;835.8558558558558;179.77702702702703
202;6.73;843.4580335731414;177.0179856115108
203;6.77;850.3345454545455;174.47272727272727
204;6.8;856.4966216216217;172.52927927927928
205;6.83;862.7557755775578;170.04950495049505
206;6.87;868.4537712895376;167.9367396593674
207;6.9;873.0712560386473;166.41908212560386
208;6.93;877.6925795053004;164.59952885747938
209;6.97;882.3859649122807;162.77777777777777
210;7.0;886.4786069651741;160.2407960199005
211;7.03;891.5618789521228;157.0587172538392
212;7.07;899.7009063444109;153.08257804632424
213;7.1;904.0391621129326;151.39799635701274
214;7.13;910.6048689138577;147.67977528089887
